YEAR,ORIGIN_NAME,RUN_TYPE_NAME,SPECIES_NAME,RETURNS_FORECASTS_STOCK_NAME,IS_UPRIVER,FISH_ORIGIN_NAME,FIN_CLIP_NAME,COUNT,RETURNS_FORECASTS_COUNT_TYPE_NAME,RETURNS_FORECASTS_SOURCE_NAME,COMMENT,CREATED_BY,CREATED_DATETIME,LAST_MODIFIED_DATETIME,LAST_MODIFIED_BY
2006,Columbia River Mouth,,Sockeye,Okanagan River,TRUE,Total,,25643,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2006,Columbia River Mouth,,Sockeye,Snake River,TRUE,Total,,79,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2006,Columbia River Mouth,,Sockeye,Wenatchee River,TRUE,Total,,11345,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2006,Columbia River Mouth,,Sockeye,Yakima River,TRUE,Total,,,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2007,Columbia River Mouth,,Sockeye,Deschutes River,TRUE,Total,,,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2007,Columbia River Mouth,,Sockeye,Okanagan River,TRUE,Total,,21679,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2007,Columbia River Mouth,,Sockeye,Snake River,TRUE,Total,,58,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2007,Columbia River Mouth,,Sockeye,Wenatchee River,TRUE,Total,,4335,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2007,Columbia River Mouth,,Sockeye,Yakima River,TRUE,Total,,,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2008,Columbia River Mouth,,Sockeye,Deschutes River,TRUE,Total,,,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2008,Columbia River Mouth,,Sockeye,Okanagan River,TRUE,Total,,182409,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2008,Columbia River Mouth,,Sockeye,Snake River,TRUE,Total,,982,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2008,Columbia River Mouth,,Sockeye,Wenatchee River,TRUE,Total,,31011,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2008,Columbia River Mouth,,Sockeye,Yakima River,TRUE,Total,,,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2009,Columbia River Mouth,,Sockeye,Deschutes River,TRUE,Total,,,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2009,Columbia River Mouth,,Sockeye,Okanagan River,TRUE,Total,,143559,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2009,Columbia River Mouth,,Sockeye,Snake River,TRUE,Total,,1623,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2009,Columbia River Mouth,,Sockeye,Wenatchee River,TRUE,Total,,33777,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2009,Columbia River Mouth,,Sockeye,Yakima River,TRUE,Total,,,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2010,Columbia River Mouth,,Sockeye,Deschutes River,TRUE,Total,,,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2010,Columbia River Mouth,,Sockeye,Okanagan River,TRUE,Total,,336217,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2010,Columbia River Mouth,,Sockeye,Snake River,TRUE,Total,,2593,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2010,Columbia River Mouth,,Sockeye,Wenatchee River,TRUE,Total,,49048,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2010,Columbia River Mouth,,Sockeye,Yakima River,TRUE,Total,,,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2011,Columbia River Mouth,,Sockeye,Deschutes River,TRUE,Total,,,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2011,Columbia River Mouth,,Sockeye,Okanagan River,TRUE,Total,,158254,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2011,Columbia River Mouth,,Sockeye,Snake River,TRUE,Total,,1918,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2011,Columbia River Mouth,,Sockeye,Wenatchee River,TRUE,Total,,27135,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2011,Columbia River Mouth,,Sockeye,Yakima River,TRUE,Total,,,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2012,Columbia River Mouth,,Sockeye,Deschutes River,TRUE,Total,,,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2012,Columbia River Mouth,,Sockeye,Okanagan River,TRUE,Total,,462222,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2012,Columbia River Mouth,,Sockeye,Snake River,TRUE,Total,,512,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2012,Columbia River Mouth,,Sockeye,Wenatchee River,TRUE,Total,,58225,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2012,Columbia River Mouth,,Sockeye,Yakima River,TRUE,Total,,,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2013,Columbia River Mouth,,Sockeye,Deschutes River,TRUE,Total,,,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2013,Columbia River Mouth,,Sockeye,Okanagan River,TRUE,Total,,155174,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2013,Columbia River Mouth,,Sockeye,Snake River,TRUE,Total,,1137,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2013,Columbia River Mouth,,Sockeye,Wenatchee River,TRUE,Total,,29847,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2013,Columbia River Mouth,,Sockeye,Yakima River,TRUE,Total,,,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2014,Columbia River Mouth,,Sockeye,Deschutes River,TRUE,Total,,,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2014,Columbia River Mouth,,Sockeye,Okanagan River,TRUE,Total,,523735,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2014,Columbia River Mouth,,Sockeye,Snake River,TRUE,Total,,2925,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2014,Columbia River Mouth,,Sockeye,Wenatchee River,TRUE,Total,,118480,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2014,Columbia River Mouth,,Sockeye,Yakima River,TRUE,Total,,,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2015,Columbia River Mouth,,Sockeye,Deschutes River,TRUE,Total,,,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2015,Columbia River Mouth,,Sockeye,Okanagan River,TRUE,Total,,370900,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2015,Columbia River Mouth,,Sockeye,Snake River,TRUE,Total,,1743,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2015,Columbia River Mouth,,Sockeye,Wenatchee River,TRUE,Total,,139900,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2015,Columbia River Mouth,,Sockeye,Yakima River,TRUE,Total,,,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2016,Columbia River Mouth,,Sockeye,Deschutes River,TRUE,Total,,300,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2016,Columbia River Mouth,,Sockeye,Okanagan River,TRUE,Total,,216034,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2016,Columbia River Mouth,,Sockeye,Snake River,TRUE,Total,,944,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2016,Columbia River Mouth,,Sockeye,Wenatchee River,TRUE,Total,,74416,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2016,Columbia River Mouth,,Sockeye,Yakima River,TRUE,Total,,3837,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2017,Columbia River Mouth,,Sockeye,Deschutes River,TRUE,Total,,66,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2017,Columbia River Mouth,,Sockeye,Okanagan River,TRUE,Total,,52272,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2017,Columbia River Mouth,,Sockeye,Snake River,TRUE,Total,,445,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2017,Columbia River Mouth,,Sockeye,Wenatchee River,TRUE,Total,,34861,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2017,Columbia River Mouth,,Sockeye,Yakima River,TRUE,Total,,619,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2018,Columbia River Mouth,,Sockeye,Deschutes River,TRUE,Total,,50,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2018,Columbia River Mouth,,Sockeye,Okanagan River,TRUE,Total,,189644,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2018,Columbia River Mouth,,Sockeye,Snake River,TRUE,Total,,297,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2018,Columbia River Mouth,,Sockeye,Wenatchee River,TRUE,Total,,20974,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2018,Columbia River Mouth,,Sockeye,Yakima River,TRUE,Total,,455,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2019,Columbia River Mouth,,Sockeye,Deschutes River,TRUE,Total,,200,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2019,Columbia River Mouth,,Sockeye,Okanagan River,TRUE,Total,,54300,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2019,Columbia River Mouth,,Sockeye,Snake River,TRUE,Total,,342,Actual,CRITFC,"LGR passage was 81 fish, but most genetically assigned to either OkaNULLgan or WeNULLtchee",ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2019,Columbia River Mouth,,Sockeye,Wenatchee River,TRUE,Total,,7900,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2019,Columbia River Mouth,,Sockeye,Yakima River,TRUE,Total,,600,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2020,Columbia River Mouth,,Sockeye,Deschutes River,TRUE,Total,,,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2020,Columbia River Mouth,,Sockeye,Okanagan River,TRUE,Total,,273667,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2020,Columbia River Mouth,,Sockeye,Snake River,TRUE,Total,,734,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2020,Columbia River Mouth,,Sockeye,Wenatchee River,TRUE,Total,,56111,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2020,Columbia River Mouth,,Sockeye,Yakima River,TRUE,Total,,11790,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2021,Columbia River Mouth,,Sockeye,Deschutes River,TRUE,Total,,,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2021,Columbia River Mouth,,Sockeye,Okanagan River,TRUE,Total,,105493,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2021,Columbia River Mouth,,Sockeye,Snake River,TRUE,Total,,953,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2021,Columbia River Mouth,,Sockeye,Wenatchee River,TRUE,Total,,41219,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2021,Columbia River Mouth,,Sockeye,Yakima River,TRUE,Total,,3531,Actual,CRITFC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1980,Columbia River Mouth,Spring,Chinook,Upper Columbia Spring Chinook,TRUE,Wild,,,Predicted,TAC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1980,Columbia River Mouth,Spring,Chinook,Upriver Spring Chinook,TRUE,Total,,,Predicted,TAC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1981,Columbia River Mouth,Spring,Chinook,Upper Columbia Spring Chinook,TRUE,Wild,,,Predicted,TAC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1981,Columbia River Mouth,Spring,Chinook,Upriver Spring Chinook,TRUE,Total,,,Predicted,TAC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1982,Columbia River Mouth,Spring,Chinook,Upper Columbia Spring Chinook,TRUE,Wild,,,Predicted,TAC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1982,Columbia River Mouth,Spring,Chinook,Upriver Spring Chinook,TRUE,Total,,,Predicted,TAC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1983,Columbia River Mouth,Spring,Chinook,Upper Columbia Spring Chinook,TRUE,Wild,,,Predicted,TAC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1983,Columbia River Mouth,Spring,Chinook,Upriver Spring Chinook,TRUE,Total,,,Predicted,TAC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1984,Columbia River Mouth,Spring,Chinook,Upper Columbia Spring Chinook,TRUE,Wild,,,Predicted,TAC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1984,Columbia River Mouth,Spring,Chinook,Upriver Spring Chinook,TRUE,Total,,,Predicted,TAC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1985,Columbia River Mouth,Spring,Chinook,Upper Columbia Spring Chinook,TRUE,Wild,,,Predicted,TAC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1985,Columbia River Mouth,Spring,Chinook,Upriver Spring Chinook,TRUE,Total,,,Predicted,TAC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1986,Columbia River Mouth,Spring,Chinook,Upper Columbia Spring Chinook,TRUE,Wild,,,Predicted,TAC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1986,Columbia River Mouth,Spring,Chinook,Upriver Spring Chinook,TRUE,Total,,,Predicted,TAC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1987,Columbia River Mouth,Spring,Chinook,Upper Columbia Spring Chinook,TRUE,Wild,,,Predicted,TAC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1987,Columbia River Mouth,Spring,Chinook,Upriver Spring Chinook,TRUE,Total,,,Predicted,TAC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1988,Columbia River Mouth,Spring,Chinook,Upper Columbia Spring Chinook,TRUE,Wild,,,Predicted,TAC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1988,Columbia River Mouth,Spring,Chinook,Upriver Spring Chinook,TRUE,Total,,,Predicted,TAC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1989,Columbia River Mouth,Spring,Chinook,Upper Columbia Spring Chinook,TRUE,Wild,,,Predicted,TAC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1989,Columbia River Mouth,Spring,Chinook,Upriver Spring Chinook,TRUE,Total,,,Predicted,TAC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1990,Columbia River Mouth,Spring,Chinook,Upper Columbia Spring Chinook,TRUE,Wild,,,Predicted,TAC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1990,Columbia River Mouth,Spring,Chinook,Upriver Spring Chinook,TRUE,Total,,,Predicted,TAC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1991,Columbia River Mouth,Spring,Chinook,Upper Columbia Spring Chinook,TRUE,Wild,,,Predicted,TAC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1991,Columbia River Mouth,Spring,Chinook,Upriver Spring Chinook,TRUE,Total,,,Predicted,TAC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1992,Columbia River Mouth,Spring,Chinook,Upper Columbia Spring Chinook,TRUE,Wild,,,Predicted,TAC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1992,Columbia River Mouth,Spring,Chinook,Upriver Spring Chinook,TRUE,Total,,,Predicted,TAC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1993,Columbia River Mouth,Spring,Chinook,Upper Columbia Spring Chinook,TRUE,Wild,,,Predicted,TAC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1993,Columbia River Mouth,Spring,Chinook,Upriver Spring Chinook,TRUE,Total,,,Predicted,TAC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1994,Columbia River Mouth,Spring,Chinook,Upper Columbia Spring Chinook,TRUE,Wild,,,Predicted,TAC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1994,Columbia River Mouth,Spring,Chinook,Upriver Spring Chinook,TRUE,Total,,,Predicted,TAC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1995,Columbia River Mouth,Spring,Chinook,Upper Columbia Spring Chinook,TRUE,Wild,,,Predicted,TAC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1995,Columbia River Mouth,Spring,Chinook,Upriver Spring Chinook,TRUE,Total,,,Predicted,TAC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1996,Columbia River Mouth,Spring,Chinook,Upper Columbia Spring Chinook,TRUE,Wild,,,Predicted,TAC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1996,Columbia River Mouth,Spring,Chinook,Upriver Spring Chinook,TRUE,Total,,,Predicted,TAC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1997,Columbia River Mouth,Spring,Chinook,Upper Columbia Spring Chinook,TRUE,Wild,,,Predicted,TAC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1997,Columbia River Mouth,Spring,Chinook,Upriver Spring Chinook,TRUE,Total,,,Predicted,TAC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1998,Columbia River Mouth,Spring,Chinook,Upper Columbia Spring Chinook,TRUE,Wild,,,Predicted,TAC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1998,Columbia River Mouth,Spring,Chinook,Upriver Spring Chinook,TRUE,Total,,,Predicted,TAC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1999,Columbia River Mouth,Spring,Chinook,Upper Columbia Spring Chinook,TRUE,Wild,,,Predicted,TAC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
1999,Columbia River Mouth,Spring,Chinook,Upriver Spring Chinook,TRUE,Total,,,Predicted,TAC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2000,Columbia River Mouth,Spring,Chinook,Upper Columbia Spring Chinook,TRUE,Wild,,,Predicted,TAC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2000,Columbia River Mouth,Spring,Chinook,Upriver Spring Chinook,TRUE,Total,,,Predicted,TAC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2001,Columbia River Mouth,Spring,Chinook,Upper Columbia Spring Chinook,TRUE,Wild,,,Predicted,TAC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2001,Columbia River Mouth,Spring,Chinook,Upriver Spring Chinook,TRUE,Total,,,Predicted,TAC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2002,Columbia River Mouth,Spring,Chinook,Upper Columbia Spring Chinook,TRUE,Wild,,,Predicted,TAC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2002,Columbia River Mouth,Spring,Chinook,Upriver Spring Chinook,TRUE,Total,,,Predicted,TAC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2003,Columbia River Mouth,Spring,Chinook,Upper Columbia Spring Chinook,TRUE,Wild,,1300,Predicted,TAC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2003,Columbia River Mouth,Spring,Chinook,Upriver Spring Chinook,TRUE,Total,,,Predicted,TAC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2004,Columbia River Mouth,Spring,Chinook,Upper Columbia Spring Chinook,TRUE,Wild,,3400,Predicted,TAC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2004,Columbia River Mouth,Spring,Chinook,Upriver Spring Chinook,TRUE,Total,,,Predicted,TAC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2005,Columbia River Mouth,Spring,Chinook,Upper Columbia Spring Chinook,TRUE,Wild,,6200,Predicted,TAC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2005,Columbia River Mouth,Spring,Chinook,Upriver Spring Chinook,TRUE,Total,,254100,Predicted,TAC,Jan 1- Jun 15,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2006,Columbia River Mouth,Spring,Chinook,Upper Columbia Spring Chinook,TRUE,Wild,,1600,Predicted,TAC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2006,Columbia River Mouth,Spring,Chinook,Upriver Spring Chinook,TRUE,Total,,88400,Predicted,TAC,Jan 1- Jun 15,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2007,Columbia River Mouth,Spring,Chinook,Upper Columbia Spring Chinook,TRUE,Wild,,1200,Predicted,TAC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2007,Columbia River Mouth,Spring,Chinook,Upriver Spring Chinook,TRUE,Total,,78500,Predicted,TAC,Jan 1- Jun 15,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2008,Columbia River Mouth,Spring,Chinook,Upper Columbia Spring Chinook,TRUE,Wild,,2900,Predicted,TAC,,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
2008,Columbia River Mouth,Spring,Chinook,Upriver Spring Chinook,TRUE,Total,,269300,Predicted,TAC,Jan 1- Jun 15,ASMITH,12/21/2021 16:06,4/22/2022 9:02,Timothy.Sippel@dfw.wa.gov
